원본 출처,L1 대분류,L1 소분류,L1 중분류,QID,구분,연도
2023 KMLE 2교시 65번,소아청소년과,신생아 황달,총론,,임상의학,
2025 KMLE 4교시 17번,내과,콩팥병의 접근,신장,,임상의학,
2024 KMLE 3교시 59번,내과,장혈관 질환,소화기-위장관,,임상의학,
2024 KMLE 1교시 39번,외과,정맥계,외과각론,SGSP01900003,임상의학,
2025 KMLE 3교시 64번,소아청소년과,신생아 질환,총론,,임상의학,
2025 KMLE 3교시 67번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2021 KMLE 4교시 66번,외과,위와 샘창자(십이지장),외과각론,SGSP00900014,임상의학,
2025 KMLE 4교시 67번,내과,위장관 출혈,소화기-위장관,,임상의학,
2022 KMLE 4교시 1번,소아청소년과,호흡기 질환,각론,,임상의학,
2024 KMLE 2교시 51번,내과,전신홍반루푸스(SLE),류마티스,,임상의학,
2025 KMLE 1교시 78번,예방의학,의료윤리,건강증진/의료윤리,,인문사회의학,
2023 KMLE 1교시 3번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2021 KMLE 3교시 36번,외과,동맥계,외과각론,SGSP01800004,임상의학,
2023 KMLE 3교시 19번,,,,,,
2022 KMLE 3교시 73번,마이너,전립샘 질환,비뇨의학과,,임상의학,
2025 KMLE 3교시 39번,내과,내분비 대사질환 개요,내분비,,임상의학,
2023 KMLE 3교시 25번,정신건강의학과,기분 장애,질환,,임상의학,
2021 KMLE 1교시 46번,소아청소년과,신생아 가사 및 소생술,총론,,임상의학,
2024 KMLE 1교시 7번,의료법규,검역법,의료법규,,인문사회의학,
2021 KMLE 1교시 45번,외과,외과적 합병증,외과총론,SGGN00800002,임상의학,
2023 KMLE 4교시 45번,산부인과,난소종양,부인과-종양,,임상의학,
2023 KMLE 3교시 79번,소아청소년과,소아의 영양,총론,,임상의학,
2023 KMLE 3교시 53번,내과,콩팥토리질환,신장,,임상의학,
2022 KMLE 2교시 29번,외과,유방,외과각론,SGSP00100010,임상의학,
2023 KMLE 3교시 1번,마이너,습진성 피부질환,피부과,,임상의학,
2022 KMLE 3교시 70번,내과,심막질환,순환기,,임상의학,
2023 KMLE 2교시 68번,소아청소년과,신·요로 질환,각론,,임상의학,
2023 KMLE 2교시 53번,정신건강의학과,정신과적 응급(자살/난폭행동),질환,,임상의학,
2024 KMLE 2교시 47번,마이너,녹내장,안과,,임상의학,
2023 KMLE 3교시 28번,마이너,흉부외상,심장혈관흉부외과,,임상의학,
2024 KMLE 1교시 26번,내과,간 종양,소화기-간담췌,,임상의학,
2025 KMLE 4교시 54번,산부인과,부인과 감염질환,부인과-일반,,임상의학,
2022 KMLE 4교시 68번,산부인과,비정상 자궁출혈,부인과-일반,,임상의학,
2022 KMLE 3교시 31번,소아청소년과,감염병,각론,,임상의학,
2022 KMLE 1교시 46번,외과,동맥계,외과각론,SGSP01800005,임상의학,
2022 KMLE 4교시 31번,내과,안정형 협심증,순환기,,임상의학,
2024 KMLE 2교시 67번,내과,갑상샘 기능이상,내분비,,임상의학,
2023 KMLE 1교시 17번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2021 KMLE 3교시 5번,소아청소년과,예방 소아과학,총론,,임상의학,
2022 KMLE 3교시 30번,소아청소년과,소화기 질환,각론,,임상의학,
2022 KMLE 1교시 65번,예방의학,보건의료정책,의료관리,,인문사회의학,
2024 KMLE 4교시 34번,내과,천식,호흡기,,임상의학,
2024 KMLE 2교시 49번,마이너,습진성 피부질환,피부과,,임상의학,
2025 KMLE 1교시 47번,산부인과,무월경,부인과-생식내분비,,임상의학,
2026 KMLE 1교시 6번,의료법규,응급의료에 관한 법률,의료법규,,인문사회의학,
2023 KMLE 4교시 44번,내과,빈혈에 대한 접근,혈액,,임상의학,
2023 KMLE 1교시 11번,의료법규,후천성면역결핍증 예방법,의료법규,,인문사회의학,
2023 KMLE 3교시 27번,외과,결장 및 직장,외과각론,SGSP01200014,임상의학,
2021 KMLE 2교시 45번,내과,심혈관계 검사,순환기,,임상의학,
2024 KMLE 3교시 6번,내과,대동맥 질환,순환기,,임상의학,
2023 KMLE 3교시 4번,마이너,무릎 병변,정형외과,,임상의학,
2025 KMLE 1교시 73번,예방의학,우리나라 의료정책과 보건행정체계,의료관리,,인문사회의학,
2022 KMLE 4교시 3번,소아청소년과,심혈관 질환,각론,,임상의학,
2022 KMLE 1교시 53번,외과,결장 및 직장,외과각론,SGSP01200012,임상의학,
2024 KMLE 4교시 32번,내과,안정형 협심증,순환기,,임상의학,
2025 KMLE 4교시 22번,내과,혈액응고인자 장애,혈액,,임상의학,
2021 KMLE 3교시 11번,내과,흉막과 종격동 질환,호흡기,,임상의학,
2022 KMLE 4교시 43번,산부인과,자궁외 임신(딴곳임신),산과-이상임신,,임상의학,
2022 KMLE 4교시 24번,외과,결장 및 직장,외과각론,,임상의학,
2021 KMLE 4교시 42번,정신건강의학과,기분 장애,질환,,임상의학,
2023 KMLE 3교시 63번,내과,당뇨병의 합병증,내분비,,임상의학,
2023 KMLE 3교시 44번,내과,판막질환,순환기,,임상의학,
2025 KMLE 2교시 19번,내과,심혈관계 진찰 및 증상,순환기,,임상의학,
2022 KMLE 2교시 14번,내과,"리케차, 마이코플라즈마, 클라미디아",감염,,임상의학,
2022 KMLE 1교시 66번,예방의학,보건의료 서론(이해),의료관리,,인문사회의학,
2023 KMLE 3교시 30번,소아청소년과,소화기 질환,각론,,임상의학,
2025 KMLE 2교시 2번,마이너,신경학적 검사(병력 포함),신경과/신경외과,,임상의학,
2023 KMLE 3교시 34번,,,,,,
2021 KMLE 2교시 47번,내과,고혈압,순환기,,임상의학,
2023 KMLE 3교시 48번,마이너,감염성 피부질환(세균/진균/바이러스),피부과,,임상의학,
2022 KMLE 2교시 18번,산부인과,임신 중 당뇨질환,산과-이상임신,,임상의학,
2021 KMLE 2교시 4번,소아청소년과,신경계 질환,각론,,임상의학,
2022 KMLE 3교시 50번,내과,불안정형 협심증/비ST분절 상승 심근경색,순환기,,임상의학,
2025 KMLE 2교시 16번,외과,동맥계,외과각론,SGSP01800001,임상의학,
2022 KMLE 4교시 55번,내과,ST분절 상승 심근경색,순환기,,임상의학,
2025 KMLE 3교시 18번,내과,호흡기계 진찰 및 증상,호흡기,,임상의학,
2021 KMLE 2교시 65번,소아청소년과,감염병,각론,,임상의학,
2023 KMLE 4교시 76번,내과,심부전,순환기,,임상의학,
2024 KMLE 3교시 80번,산부인과,양수 및 태반 이상,산과-이상임신,,임상의학,
2022 KMLE 4교시 11번,내과,척추관절병증,류마티스,,임상의학,
2024 KMLE 2교시 27번,내과,간 종양,소화기-간담췌,,임상의학,
2021 KMLE 5교시 32번,예방의학,의료윤리,건강증진/의료윤리,,인문사회의학,
2024 KMLE 4교시 18번,내과,결정유발 관절염,류마티스,,임상의학,
2025 KMLE 3교시 34번,내과,간질성 폐질환,호흡기,,임상의학,
2021 KMLE 1교시 34번,외과,"지혈, 출혈 및 수혈",외과총론,,임상의학,
2024 KMLE 4교시 79번,마이너,뇌혈관 질환(뇌출혈/뇌경색),신경과/신경외과,,임상의학,
2024 KMLE 1교시 34번,소아청소년과,서론(소아의 진찰),총론,,임상의학,
2023 KMLE 2교시 27번,내과,부신피질 질환,내분비,,임상의학,
2021 KMLE 1교시 59번,예방의학,건강관련 행태와 의료이용,의료관리,,인문사회의학,
2023 KMLE 2교시 50번,소아청소년과,신·요로 질환,각론,,임상의학,
2025 KMLE 1교시 37번,내과,폐암,호흡기,,임상의학,
2024 KMLE 2교시 11번,외과,담낭과 담도,외과각론,SGSP01500005,임상의학,
2025 KMLE 1교시 8번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2022 KMLE 4교시 32번,산부인과,상피성 난소암,부인과-종양,,임상의학,
2022 KMLE 1교시 74번,예방의학,직업성 질환,환경 및 산업보건,,인문사회의학,
2024 KMLE 4교시 31번,내과,류마티스관절염,류마티스,,임상의학,
2025 KMLE 3교시 32번,산부인과,자궁샘근육증(자궁샘근증),부인과-일반,,임상의학,
2022 KMLE 1교시 19번,의료법규,의료법(의료인),의료법규,,인문사회의학,
2024 KMLE 1교시 66번,예방의학,건강증진과 보건교육,건강증진/의료윤리,,인문사회의학,
2022 KMLE 4교시 20번,내과,소장·결장·직장 종양,소화기-위장관,,임상의학,
2022 KMLE 1교시 48번,내과,폐암,호흡기,,임상의학,
2025 KMLE 2교시 46번,내과,폐렴,호흡기,,임상의학,
2022 KMLE 3교시 20번,내과,간 종양,소화기-간담췌,,임상의학,
2026 KMLE 1교시 51번,내과,호흡기계 진찰 및 증상,호흡기,,임상의학,
2024 KMLE 2교시 78번,마이너,사고와 중독,응급의학과,,임상의학,
2026 KMLE 1교시 40번,산부인과,부인과 감염질환,부인과-일반,,임상의학,
2021 KMLE 1교시 78번,예방의학,의료윤리,건강증진/의료윤리,,인문사회의학,
2024 KMLE 4교시 13번,내과,스피로헤타 감염,감염,,임상의학,
2021 KMLE 4교시 24번,내과,갑상샘 기능이상,내분비,,임상의학,
2024 KMLE 3교시 21번,외과,항문,외과각론,SGSP01300001,임상의학,
2023 KMLE 4교시 46번,산부인과,가족계획,부인과-일반,,임상의학,
2025 KMLE 2교시 44번,정신건강의학과,불안장애,질환,,임상의학,
2022 KMLE 4교시 70번,내과,심부전,순환기,,임상의학,
2024 KMLE 3교시 43번,소아청소년과,내분비 질환,각론,,임상의학,
2025 KMLE 4교시 28번,외과,"수액, 전해질, 쇼크",외과총론,SGGN00100001,임상의학,
2022 KMLE 3교시 80번,내과,간경변증 및 합병증,소화기-간담췌,,임상의학,
2021 KMLE 4교시 19번,내과,담낭 및 담도 질환,소화기-간담췌,,임상의학,
2024 KMLE 3교시 19번,소아청소년과,소아청소년의 성 발달,총론,,임상의학,
2021 KMLE 4교시 22번,마이너,습진성 피부질환,피부과,,임상의학,
2025 KMLE 3교시 24번,내과,폐렴,호흡기,,임상의학,
2025 KMLE 4교시 6번,내과,안정형 협심증,순환기,,임상의학,
2021 KMLE 4교시 41번,소아청소년과,신생아 질환,총론,,임상의학,
2022 KMLE 4교시 49번,내과,췌장 질환,소화기-간담췌,,임상의학,
2025 KMLE 4교시 5번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2025 KMLE 1교시 40번,소아청소년과,예방 소아과학,총론,,임상의학,
2023 KMLE 3교시 11번,내과,간경변증 및 합병증,소화기-간담췌,,임상의학,
2023 KMLE 1교시 21번,소아청소년과,신생아 황달,총론,,임상의학,
2021 KMLE 5교시 5번,산부인과,난소종양,부인과-종양,,임상의학,
2022 KMLE 4교시 71번,내과,담낭 및 담도 질환,소화기-간담췌,,임상의학,
2024 KMLE 2교시 50번,내과,콩팥토리질환,신장,,임상의학,
2021 KMLE 2교시 13번,산부인과,산전 관리,산과-산전관리,,임상의학,
2021 KMLE 4교시 40번,소아청소년과,신·요로 질환,각론,,임상의학,
2023 KMLE 3교시 78번,내과,소장·결장·직장 종양,소화기-위장관,,임상의학,
2022 KMLE 1교시 54번,산부인과,외음부 및 질 질환,부인과-일반,,임상의학,
2021 KMLE 2교시 17번,내과,직업성 폐질환,호흡기,,임상의학,
2022 KMLE 1교시 17번,의료법규,지역보건법,의료법규,,인문사회의학,
2024 KMLE 1교시 68번,예방의학,직업성 질환,환경 및 산업보건,,인문사회의학,
2023 KMLE 3교시 66번,내과,전신경화증,류마티스,,임상의학,
2026 KMLE 1교시 55번,산부인과,비정상 자궁출혈,부인과-일반,,임상의학,
2023 KMLE 4교시 77번,내과,만성 바이러스간염,소화기-간담췌,,임상의학,
2023 KMLE 1교시 33번,정신건강의학과,소아·청소년 정신의학,특수분야,,임상의학,
2022 KMLE 2교시 62번,소아청소년과,종양성 질환,각론,,임상의학,
2026 KMLE 1교시 7번,의료법규,국민건강보험법,의료법규,,인문사회의학,
2024 KMLE 1교시 11번,의료법규,연명의료결정법,의료법규,,인문사회의학,
2025 KMLE 1교시 80번,의료법규,연명의료결정법,의료법규,,인문사회의학,
2023 KMLE 1교시 65번,예방의학,건강증진과 보건교육,건강증진/의료윤리,,인문사회의학,
2025 KMLE 3교시 7번,마이너,동물 기생충성 피부질환,피부과,,임상의학,
2024 KMLE 3교시 15번,산부인과,자궁근종,부인과-일반,,임상의학,
2025 KMLE 4교시 57번,내과,호흡기계 진찰 및 증상,호흡기,,임상의학,
2024 KMLE 2교시 59번,내과,췌장 질환,소화기-간담췌,,임상의학,
2023 KMLE 3교시 60번,소아청소년과,감염병,각론,,임상의학,
2023 KMLE 3교시 36번,마이너,"이과학(바깥귀, 고막, 중이염, 어지럼)",이비인후과,,임상의학,
2021 KMLE 1교시 48번,정신건강의학과,소아·청소년 정신의학,특수분야,,임상의학,
2022 KMLE 4교시 60번,내과,DNA 바이러스 질환,감염,,임상의학,
2021 KMLE 4교시 9번,마이너,홍반/두드러기/약물발진,피부과,,임상의학,
2024 KMLE 3교시 62번,내과,콩팥병의 접근,신장,,임상의학,
2025 KMLE 4교시 53번,내과,스피로헤타 감염,감염,,임상의학,
2021 KMLE 3교시 58번,소아청소년과,결체조직 질환,각론,,임상의학,
2022 KMLE 4교시 79번,내과,갑상샘 기능이상,내분비,,임상의학,
2021 KMLE 4교시 16번,마이너,홍반/두드러기/약물발진,피부과,,임상의학,
2025 KMLE 2교시 54번,외과,간,외과각론,SGSP01400001,임상의학,
2023 KMLE 1교시 24번,소아청소년과,예방 소아과학,총론,,임상의학,
2023 KMLE 2교시 64번,외과,동맥계,외과각론,SGSP01800007,임상의학,
2023 KMLE 1교시 57번,내과,비만과 대사증후군,내분비,,임상의학,
2024 KMLE 2교시 25번,마이너,두부외상(외상),신경과/신경외과,,임상의학,
2023 KMLE 4교시 5번,내과,심부전,순환기,,임상의학,
2024 KMLE 3교시 37번,산부인과,요실금/골반장기 탈출증/샛길,부인과-기타,,임상의학,
2021 KMLE 2교시 41번,내과,급성호흡곤란증후군,호흡기,,임상의학,
2025 KMLE 4교시 13번,내과,당뇨병,내분비,,임상의학,
2022 KMLE 3교시 10번,소아청소년과,종양성 질환,각론,,임상의학,
2026 KMLE 1교시 10번,의료법규,국민건강증진법,의료법규,,인문사회의학,
2024 KMLE 2교시 35번,산부인과,정상 분만(분만 기전),산과-분만관리,,임상의학,
2023 KMLE 3교시 64번,내과,부신수질 질환,내분비,,임상의학,
2021 KMLE 3교시 52번,내과,급성 감염성 설사/세균성 식중독,감염,,임상의학,
2023 KMLE 4교시 20번,내과,위장관 출혈,소화기-위장관,,임상의학,
2025 KMLE 4교시 61번,내과,감염질환 개요,감염,,임상의학,
2022 KMLE 3교시 8번,소아청소년과,혈액 질환,각론,,임상의학,
2021 KMLE 2교시 12번,내과,천식,호흡기,,임상의학,
2026 KMLE 1교시 62번,예방의학,보건의료 서론(이해),의료관리,,인문사회의학,
2023 KMLE 4교시 56번,내과,뇌하수체 전엽 및 시상하부 질환,내분비,,임상의학,
2025 KMLE 3교시 17번,내과,콩팥병의 접근,신장,,임상의학,
2021 KMLE 5교시 25번,내과,심부전,순환기,,임상의학,
2022 KMLE 3교시 78번,정신건강의학과,신경인지장애(인지기능장애),질환,,임상의학,
2024 KMLE 4교시 50번,외과,정맥계,외과각론,SGSP01900004,임상의학,
2024 KMLE 4교시 60번,소아청소년과,혈액 질환,각론,,임상의학,
2025 KMLE 2교시 5번,외과,외상,외과총론,SGGN01000001,임상의학,
2025 KMLE 1교시 75번,예방의학,타당도와 신뢰도,역학,,인문사회의학,
2025 KMLE 3교시 38번,산부인과,정상 분만(분만 기전),산과-분만관리,,임상의학,
2023 KMLE 4교시 53번,내과,췌장 질환,소화기-간담췌,,임상의학,
2024 KMLE 4교시 78번,마이너,경련(간질),신경과/신경외과,,임상의학,
2022 KMLE 4교시 15번,산부인과,산과적 출혈,산과-이상임신,,임상의학,
2021 KMLE 3교시 69번,내과,알레르기 비염,알레르기,,임상의학,
2022 KMLE 1교시 31번,외과,"수액, 전해질, 쇼크",외과총론,SGGN00100003,임상의학,
2022 KMLE 1교시 23번,외과,"지혈, 출혈 및 수혈",외과총론,SGGN00200005,임상의학,
2021 KMLE 3교시 1번,외과,담낭과 담도,외과각론,SGSP01500009,임상의학,
2023 KMLE 3교시 17번,내과,간질성 폐질환,호흡기,,임상의학,
2023 KMLE 2교시 21번,마이너,뇌혈관 질환(뇌출혈/뇌경색),신경과/신경외과,,임상의학,
2024 KMLE 1교시 45번,외과,결장 및 직장,외과각론,SGSP01200005,임상의학,
2021 KMLE 3교시 18번,정신건강의학과,기분 장애,질환,,임상의학,
2023 KMLE 2교시 38번,산부인과,난산(비정상 진통과 분만),산과-분만관리,,임상의학,
2023 KMLE 1교시 41번,내과,성인예방접종,감염,,임상의학,
2024 KMLE 2교시 46번,,,,,,
2025 KMLE 1교시 14번,의료법규,지역보건법,의료법규,,인문사회의학,
2021 KMLE 3교시 59번,소아청소년과,알레르기 질환,각론,,임상의학,
2022 KMLE 3교시 32번,소아청소년과,감염병,각론,,임상의학,
2025 KMLE 3교시 52번,산부인과,무월경,부인과-생식내분비,,임상의학,
2025 KMLE 3교시 57번,외과,갑상샘,외과각론,SGSP00200001,임상의학,
2021 KMLE 1교시 50번,내과,기관지확장증,호흡기,,임상의학,
2024 KMLE 1교시 40번,내과,빈맥성 부정맥,순환기,,임상의학,
2026 KMLE 1교시 9번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2021 KMLE 2교시 30번,외과,갑상샘,외과각론,SGSP00200002,임상의학,
2021 KMLE 4교시 54번,소아청소년과,소화기 질환,각론,,임상의학,
2024 KMLE 1교시 25번,예방의학,보건의료 서론(이해),의료관리,,인문사회의학,
2025 KMLE 4교시 48번,소아청소년과,신생아 황달,총론,,임상의학,
2025 KMLE 2교시 17번,산부인과,산과적 출혈,산과-이상임신,,임상의학,
2024 KMLE 2교시 15번,정신건강의학과,기분 장애,질환,,임상의학,
2025 KMLE 1교시 15번,의료법규,검역법,의료법규,,인문사회의학,
2021 KMLE 5교시 11번,내과,폐렴,호흡기,,임상의학,
2023 KMLE 2교시 71번,산부인과,산전 관리,산과-산전관리,,임상의학,
2024 KMLE 1교시 78번,예방의학,의료윤리,건강증진/의료윤리,,인문사회의학,
2025 KMLE 1교시 79번,의료법규,의료법(의료인),의료법규,,인문사회의학,
2025 KMLE 3교시 5번,,,,,,
2021 KMLE 3교시 20번,내과,위장관 출혈,소화기-위장관,,임상의학,
2024 KMLE 2교시 76번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2021 KMLE 4교시 45번,외과,식도,외과각론,"SGSP00800002, SGSP00800003",임상의학,
2023 KMLE 3교시 6번,외과,위와 샘창자(십이지장),외과각론,SGSP00900024,임상의학,
2021 KMLE 2교시 43번,내과,만성 바이러스간염,소화기-간담췌,,임상의학,
2024 KMLE 1교시 46번,내과,부신피질 질환,내분비,,임상의학,
2022 KMLE 2교시 31번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2021 KMLE 1교시 22번,정신건강의학과,불안장애,질환,,임상의학,
2025 KMLE 4교시 47번,마이너,신경학적 검사(병력 포함),신경과/신경외과,,임상의학,
2021 KMLE 2교시 56번,소아청소년과,감염병,각론,,임상의학,
2023 KMLE 4교시 67번,외과,결장 및 직장,외과각론,SGSP01200016,임상의학,
2021 KMLE 4교시 3번,외과,식도,외과각론,SGSP00800001,임상의학,
2024 KMLE 1교시 20번,의료법규,의료법(의료인),의료법규,,인문사회의학,
2023 KMLE 3교시 46번,외과,결장 및 직장,외과각론,SGSP01200015,임상의학,
2022 KMLE 2교시 71번,소아청소년과,신생아 질환,총론,,임상의학,
2024 KMLE 1교시 43번,소아청소년과,아동기 정신 장애,총론,,임상의학,
2023 KMLE 1교시 69번,예방의학,지역사회보건,의료관리,,인문사회의학,
2022 KMLE 4교시 74번,내과,류마티스관절염,류마티스,,임상의학,
2022 KMLE 3교시 12번,내과,만성폐쇄성폐질환,호흡기,,임상의학,
2025 KMLE 2교시 75번,내과,콩팥병의 접근,신장,,임상의학,
2023 KMLE 1교시 23번,내과,급성 감염성 설사/세균성 식중독,감염,,임상의학,
2023 KMLE 2교시 60번,산부인과,양수 및 태반 이상,산과-이상임신,,임상의학,
2026 KMLE 1교시 14번,의료법규,연명의료결정법,의료법규,,인문사회의학,
2021 KMLE 4교시 57번,내과,콩팥병의 접근,신장,,임상의학,
2021 KMLE 2교시 49번,마이너,종격동,심장혈관흉부외과,,임상의학,
2023 KMLE 4교시 13번,,,,,,
2024 KMLE 4교시 54번,산부인과,임신융모질환,부인과-종양,,임상의학,
2024 KMLE 1교시 56번,소아청소년과,정상 신생아(신생아 관리),총론,,임상의학,
2024 KMLE 1교시 55번,산부인과,자궁샘근육증(자궁샘근증),부인과-일반,,임상의학,
2022 KMLE 1교시 25번,외과,"수액, 전해질, 쇼크",외과총론,SGGN00100002,임상의학,
2021 KMLE 1교시 79번,예방의학,의료윤리,건강증진/의료윤리,,인문사회의학,
2024 KMLE 4교시 1번,산부인과,임신 중 당뇨질환,산과-이상임신,,임상의학,
2021 KMLE 1교시 49번,내과,간경변증 및 합병증,소화기-간담췌,,임상의학,
2023 KMLE 1교시 49번,산부인과,폐경,부인과-생식내분비,,임상의학,
2023 KMLE 4교시 6번,산부인과,자궁외 임신(딴곳임신),산과-이상임신,,임상의학,
2023 KMLE 2교시 37번,산부인과,비정상 자궁출혈,부인과-일반,,임상의학,
2023 KMLE 4교시 3번,마이너,흉부 대동맥 외과,심장혈관흉부외과,,임상의학,
2022 KMLE 1교시 12번,의료법규,혈액관리법,의료법규,,인문사회의학,
2023 KMLE 1교시 74번,예방의학,감염성 질환의 역학과 관리,역학,,인문사회의학,
2024 KMLE 3교시 46번,내과,폐결핵,호흡기,,임상의학,
2026 KMLE 1교시 27번,외과,결장 및 직장,외과각론,SGSP01200017,임상의학,
2022 KMLE 4교시 39번,내과,폐암,호흡기,,임상의학,
2023 KMLE 3교시 51번,내과,DNA 바이러스 질환,감염,,임상의학,
2021 KMLE 1교시 56번,내과,림프종,혈액,,임상의학,
2021 KMLE 2교시 28번,내과,심막질환,순환기,,임상의학,
2021 KMLE 2교시 39번,내과,기타 세균 감염증,감염,,임상의학,
2023 KMLE 3교시 76번,내과,혈관염,류마티스,,임상의학,
2025 KMLE 1교시 23번,정신건강의학과,소아·청소년 정신의학,특수분야,,임상의학,
2021 KMLE 5교시 19번,외과,막창자꼬리(충수),외과각론,SGSP01100002,임상의학,
2021 KMLE 2교시 6번,산부인과,정상 분만(분만 기전),산과-분만관리,,임상의학,
2026 KMLE 1교시 3번,의료법규,보건의료기본법,의료법규,,인문사회의학,
2024 KMLE 2교시 19번,소아청소년과,신생아 질환,총론,,임상의학,
2023 KMLE 2교시 33번,내과,두드러기와 혈관부종,알레르기,,임상의학,
2021 KMLE 2교시 51번,내과,불안정형 협심증/비ST분절 상승 심근경색,순환기,,임상의학,
2021 KMLE 3교시 39번,내과,RNA 바이러스 질환,감염,,임상의학,
2021 KMLE 3교시 30번,내과,췌장 질환,소화기-간담췌,,임상의학,
2021 KMLE 4교시 21번,산부인과,부인과 감염질환,부인과-일반,,임상의학,
2023 KMLE 2교시 23번,내과,천식,호흡기,,임상의학,
2026 KMLE 1교시 15번,의료법규,마약류관리에 관한 법률,의료법규,,인문사회의학,
2022 KMLE 2교시 37번,내과,황달과 고빌리루빈혈증,소화기-간담췌,,임상의학,
2021 KMLE 4교시 37번,내과,골수증식질환,혈액,,임상의학,
2023 KMLE 1교시 31번,소아청소년과,신생아 질환,총론,,임상의학,
2021 KMLE 1교시 30번,내과,빈맥성 부정맥,순환기,,임상의학,
2024 KMLE 2교시 64번,소아청소년과,호흡기 질환,각론,,임상의학,
2024 KMLE 4교시 27번,내과,식도질환,소화기-위장관,,임상의학,
2025 KMLE 1교시 46번,소아청소년과,유전,총론,,임상의학,
2022 KMLE 2교시 57번,내과,다발골수종(형질세포질환),혈액,,임상의학,
2022 KMLE 1교시 47번,정신건강의학과,외상 및 스트레스 관련 장애,질환,,임상의학,
2025 KMLE 3교시 23번,내과,호흡기계 진찰 및 증상,호흡기,,임상의학,
2025 KMLE 4교시 34번,산부인과,산과 초음파,산과-산전관리,,임상의학,
2024 KMLE 3교시 71번,소아청소년과,예방 소아과학,총론,,임상의학,
2022 KMLE 4교시 23번,정신건강의학과,조현병 및 기타 정신병적 장애,질환,,임상의학,
2023 KMLE 1교시 34번,내과,간경변증 및 합병증,소화기-간담췌,,임상의학,
2023 KMLE 4교시 1번,내과,폐렴,호흡기,,임상의학,
2022 KMLE 4교시 25번,소아청소년과,소화기 질환,각론,,임상의학,
2021 KMLE 2교시 24번,내과,서맥성 부정맥,순환기,,임상의학,
2025 KMLE 2교시 43번,정신건강의학과,정신의학의 역사,기초,,임상의학,
2021 KMLE 5교시 35번,내과,빈맥성 부정맥,순환기,,임상의학,
2023 KMLE 3교시 55번,내과,염증성 장질환,소화기-위장관,,임상의학,
2023 KMLE 2교시 56번,내과,알레르기 비염,알레르기,,임상의학,
2026 KMLE 1교시 39번,내과,콩팥병의 접근,신장,,임상의학,
2022 KMLE 3교시 5번,소아청소년과,소화기 질환,각론,,임상의학,
2022 KMLE 4교시 4번,소아청소년과,내분비 질환,각론,,임상의학,
2023 KMLE 4교시 25번,산부인과,다낭성 난소증후군(내분비 이상),부인과-생식내분비,,임상의학,
2022 KMLE 1교시 36번,정신건강의학과,섭식 장애,질환,,임상의학,
2024 KMLE 4교시 76번,마이너,뇌혈관 질환(뇌출혈/뇌경색),신경과/신경외과,,임상의학,
2023 KMLE 2교시 45번,소아청소년과,혈액 질환,각론,,임상의학,
2025 KMLE 1교시 53번,내과,폐색전증,호흡기,SGSP01900001,임상의학,
2025 KMLE 1교시 32번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2024 KMLE 2교시 40번,소아청소년과,소화기 질환,각론,,임상의학,
2022 KMLE 2교시 38번,외과,정맥계,외과각론,SGSP01900007,임상의학,
2025 KMLE 1교시 50번,내과,간경변증 및 합병증,소화기-간담췌,,임상의학,
2025 KMLE 4교시 77번,산부인과,정상 분만(분만 기전),산과-분만관리,,임상의학,
2021 KMLE 1교시 11번,의료법규,감염병의 예방 및 관리에 관한 법률,의료법규,,인문사회의학,
2025 KMLE 1교시 77번,예방의학,의료윤리,건강증진/의료윤리,,인문사회의학,
2021 KMLE 1교시 1번,의료법규,감염병의 예방 및 관리에 관한 법률,의료법규,,인문사회의학,
2025 KMLE 2교시 32번,정신건강의학과,정신의학의 역사,기초,,임상의학,
2021 KMLE 2교시 68번,마이너,요석,비뇨의학과,,임상의학,
2021 KMLE 2교시 26번,내과,과민성 대장증후군,소화기-위장관,,임상의학,
2021 KMLE 4교시 28번,마이너,결막·각막 질환,안과,,임상의학,
2025 KMLE 1교시 30번,소아청소년과,감염병,각론,,임상의학,
2024 KMLE 4교시 30번,내과,흉막과 종격동 질환,호흡기,,임상의학,
2022 KMLE 4교시 57번,정신건강의학과,해리장애(적응장애 포함),질환,,임상의학,
2025 KMLE 1교시 52번,내과,급성 백혈병,혈액,,임상의학,
2023 KMLE 2교시 63번,내과,고혈압,순환기,,임상의학,
2022 KMLE 1교시 61번,예방의학,건강증진과 보건교육,건강증진/의료윤리,,인문사회의학,
2025 KMLE 3교시 41번,내과,심혈관계 진찰 및 증상,순환기,,임상의학,
2024 KMLE 4교시 72번,정신건강의학과,조현병 및 기타 정신병적 장애,질환,,임상의학,
2023 KMLE 1교시 25번,외과,"수액, 전해질, 쇼크",외과총론,SGGN00100004,임상의학,
2024 KMLE 3교시 20번,소아청소년과,내분비 질환,각론,,임상의학,
2022 KMLE 3교시 29번,마이너,습진성 피부질환,피부과,,임상의학,
2023 KMLE 3교시 20번,소아청소년과,신·요로 질환,각론,,임상의학,
